PANL	0001606909
LHSIF
NVRO	0001444380
IPOS
DM	0001603286
VBAY	0001374261
SFAZ	0000829117
MQTRF	0001616195
FCOR
FBND
FLTB
ALTS
MAZ.H
PMM.
PEU.
HRMN
MEVI	0001326730
NAP	0001617049
HSL.
BZDLF	0001527038
HDRA
EMHZ
COMT
CCRC	0001620664
PLPD	0001611842
TF.1	0000861865
VBND
ORLP	0001605782
PSRT	0001597258
HABT	0001617977
VERB	0001566610
MELR	0001600890
FEUZ
DAX
NEOT
CNXR	0001211759
WK	0001445305
TVLYQ	0000022551
RIDH.
DPDW	0001110607
RXD.
RPD.
RUDH.
RPDH.
EFFE
SCTO
QVAL
SNR	0001610114
CRBP	0001595097
SIEN	0001551693
SYNH	0001610950
UPLD	0001505155
GRBK	0001373670
DIIBF	0000843405
FHH.
FHE.
MCF	0001071993
FHQ.
ISYS	0000718130
FHU.
FHM.
FHG.
FHD.
FA.
FHC.
FHF.
DMMOY	0001623241
ARKK
ARKG
STXX
JYNT	0001612630
AZZUF	0001515828
IBOC	0000315709
GLCI	0001622920
GMOM
RADB	0001615368
FEMB
FPXI
LMBS
EHIC	0001517492
NMRD	0001602078
AINC	0001604738
ESGI	0000789879
LMRK	0001615346
ITEK
TRVL	0001622567
JPIN
AXTA	0001616862
SXBUU	0001613723
ATIS	0000949721
TANH	0001588084
PDBC
AIOM	0001584584
MICR	0000819689
FND	0001507079
RMP	0001620928
MOMO	0001610601
ONDK	0001420811
CBON
UNIR	0001172706
HACK
HDP	0001610532
UFAB	0001617669
NEWR	0001448056
ZEL.
ZDI.
ZGQ.
ZUQ.
SKOR
SOUM	0000078311
IPLO.1
EMQQ
ICBK	0001470205
AZUR.2	0001621048
KSWS	0000862480
TBI	0000768899
INTR	0001615888
HMTXF	0001716567
NBOH	0000790362
OACQF	0001619551
HSGX
JUNO	0001594864
CHNB
VXM.B
ZXM.
8106B	0000795261
NCO	0000862313
BLCM	0001358403
HCA	0000860730
AAAP	0001611787
CYFL	0000820414
DDRT.1
SND	0001529628
FSF.
PUD.
ESBF	0000872835
HIE	0001519505
JGH	0001615905
LOWC
ARWA	0001622577
XLNX	0000743988
SSRG	0001616101
UTGN	0000832480
9505B	0001619573
KLXI	0001617898
KCNY
NRXCF
EWLU	0001517498
BCTXF	0001610820
IBDL
VRI	0001693853
ELRE	0001438461
GNSS	0000924383
NRGXQ	0000356591
CRBN
VALX
XSOE
APHA	0001733418
DBEZ
AVOL	0001610128
GAA
BZYR	0000724445
RSTRF	0001618755
BRX1	0001630031
CURO	0001711291
ADS.P
PARR	0000821483
ACB	0001683541
NINK.1
UE	0001611547
CRON	0001656472
ACAT	0000719866
VGI.UN
FNTC
BBP
BBC
MDVX
IVAL
CYUR	0000844788
SPCO	0000094056
QKLS	0000808047
ENCO	0000856569
PNTPQ	0001619917
FDVF	0000851249
GTIM	0000825324
NQM	0000862716
GRF	0000850027
DIVY
AAU	0001015647
GMS	0001600438
HHL.
PIRS	0001583648
AVTCQ	0001431888
SUM	0001621563
ASND	0001612042
WTSLQ	0000863456
EQAL
HIFR	0001506401
LCI	0000057725
UOIP	0001097718
PUMP.2	0001620983
YECO	0001607741
ZI	0001794515
MGN	0000066649
VSTO	0001616318
REDX	0001111406
BNCH	0001359300
IDGX	0001470592
ENTL	0001374128
ESTE	0000010254
SHAK	0001620533
FLKS
DEA	0001622194
HLG	0001596964
CHEK	0001610590
SBIO
TCON	0001394319
CBYL
AVGR	0001506928
PIAC	0000845385
RAFI	0000099249
INOV	0001619954
ONCE	0001609351
HTGM	0001169987
NVET	0001618561
SYBT	0000835324
PUBC	0001575858
APMFF	0001469375
WELX	0000749935
PATI	0001616741
GRTD.1
BXLT	0001620546
CC	0001627223
AVDX	0001451929
TIKK	0000096885
FRNKF	0001688667
UQM	0000315449
KEN	0001611005
TBPMF
HIPS
SIAF	0001488419
LLDM
PPSC
MOC	0000864509
LLEM
JPEM
PPLC
CWBR	0001522602
TRMB	0000864749
VERU	0000863894
LAQ	0000862599
CHUX	0000864233
SGF	0000864415
AJX	0001614806
CKX	0000352955
TLLT.1
MFH	0001527762
CGWB	0001489902
NVTA	0001501134
AVNU	0001616297
IQLT
IMTM
DIVA
QPAC
GRNQ	0001597846
ALPE	0001023298
CES.
CED.
HII.
TNKS	0001627482
BLPH	0001600132
XSI.
OKRGQ	0000073605
SBUS
SBEU
RSRV	0000083350
EPIX	0001633932
0072B	0001263814
FNWB	0001556727
RGRO
CBB.
BHAC	0001622175
XHR	0001616000
FFXDF
CRK.5
TRH	0000862510
FREL
REGL
SPYB
SMDV
EXPO	0000851520
TRHF	0001595140
MXPT	0001611231
STDY	0001619087
MXE	0000863900
NXF.
GHII
BHWB	0000857853
REBL	0001532158
JOEZ
KLOX	0001626320
GDJJ
GDJS
GDXS
GDXX
GDDY	0001609711
EQGP	0001632933
UNIT	0001620280
KALL
SHMP	0001465470
ENR	0001632790
BHE	0000863436
NXRT	0001620393
FMMPV	0001627562
VLRXQ	0001619250
FRTA	0001678463
XHU.
XAW.
RKDA	0001469443
XUU.
XFH.
VRAY	0001597313
FBMI	0000778972
SYZLF	0001320452
GEN	0001351051
XUH.
MSFG	0000720002
FLRT
RISE
SEDG	0001419612
PESC	0001632808
EASI.2	0001109898
NSA	0001618563
JCAP	0001622353
TUTT
ENSL	0000811271
TOTL
IFB.UN
BLBD	0001589526
RODM
ROAM
NSAT	0000748213
ROUS
HAU.
AAPCF	0001630940
GLWSF
FIBR
QVM
HYIH
IGIH
EMIH
MEAR
RAIN	0001391950
MTRX	0000866273
BNED	0001634117
OA	0000866121
PFRMF	0001056512
ESE	0000866706
CABO	0001632127
INUV	0000829323
EUSC
ETSY	0001370637
OPGN	0001293818
KRNT	0001625791
BLD	0001633931
PJT	0001626115
LITE	0001633978
ETH	0000896156
RXPC	0000838879
BNKL	0001508381
TGE	0001633651
VLLV
VLML
VLSM
CAFD	0001635581
9298B	0000876134
BIOL	0000811240
NCOM	0001609951
EVA	0001592057
XBIT	0001626878
IBDJ
IBDK
IBDM
IBDO
IBDP
IBDN
IBDQ
AFTY
ADRO	0001435049
TYME	0001537917
KMPH	0001434647
SDEM
SRET
GSBD	0001572694
JMG	0001622893
QNBC	0000750558
CDTX	0001610618
AQSZF	0001664767
ZAIS	0001562214
WNFM	0001636032
STQN	0000847942
TYHT	0001300734
XT
QMV.
QMG.
NORSA
QRT.
QRI.
QRH.
QRD.
QED
QLS
ROSC
FUTL	0001424549
UPDC	0000836937
BPMC	0001597264
HUL.
RTTR	0001460702
APIC	0001324772
CCR.3	0001628331
VIRT	0001592386
BSM	0001621434
LNGB	0001602706
ECLMF
NRIM	0001163370
OPRX	0001448431
PPL6	0000060549
NQC	0000868440
NQN	0000868449
BMXC	0001613895
SGDJ
CVA	0000225648
CPMD	0001081938
CDRBQ	0001613011
MVIR	0001613490
GND.
CATY	0000861842
GBGLF	0000865492
CLCD	0001348649
NQI	0000869405
VDTH	0001629220
ETEC	0000005117
CCR	0001637558
ANTE.1	0001390085
HZN	0001637655
CDAY	0001725057
DBIN
UK.2
GLSS	0001385374
PCBC.3	0000357264
BBBK
COLL	0001267565
CHCT	0001631569
DTEA	0001627606
IFNY	0000822746
MTWO	0001021096
MCRN	0001637913
HXBM	0000831749
MYIE	0001563004
ADAP	0001621227
TBACQ	0000869487
HAYN	0000858655
GNBA	0000870743
PFD	0000868578
BOJA	0001630132
FFTY
JHDG
DBRE
DBIF
XRLV
HTB.
API	0000869986
MRPI	0000837490
SMTI	0000714256
LIFE	0001339970
FENX	0001615153
RCPUF
QUS
CHAU
LEC	0001629489
TWMIF	0001646700
HMP.
SHOP	0001594805
TTTGF
SMCP
IMC.3	0000861185
ADRNY	0000854499
7315B
NOK	0000924613
NQJ	0000870778
NQP	0000870780
PID.
PHW.
PAK
SONC	0000868611
PUB	0001636286
GPMP	0001638694
BZUN	0001625414
IVTY	0001393020
PAVM	0001624326
JADSF	0001577254
GPIA
CYH	0001108109
ELEC	0001639669
IINX	0001528308
CRCUF	0000868822
TEHG	0001523855
ACTX
CRYW	0001430259
PBNI	0000869004
DORM	0000868780
JTR.	0001729993
LRGF
SMLF
ISCF
ACWF
INTF
JETS
ATML	0000872448
PICO	0000830122
CCEL	0000862692
PSB	0000866368
NQS	0000872064
IVGMF	0001642048
AZO	0000866787
IO	0000866609
REGN	0000872589
EVH	0001628908
GCI.1	0001635718
VTIFF	0001603210
CPGX	0001629995
WING	0001636222
ICGL.1
VIFL	0000868267
SURG.3
FIT	0001447599
EXTN	0001635881
BW	0001630805
CVH	0001054833
EACQ	0001641197
GRSO	0001104265
DHVW
GI	0001623919
RCE.
RIEH.
RTKHQ	0000868725
RUEH.
RUE.
RIE.
CCX.
AXGT	0001636050
MB	0001458962
ECAC
EPLP	0001641472
UAHC	0000867963
PMCS	0000767920
CEPH	0000873364
GDIFF
SCIU
SCID
SCIX
SCIJ
APLE	0001418121
X	0001163302
CATB	0001454789
XAUMF	0001630301
CCT	0001494538
NVLS
3274B	0000882289
JUNP	0000864921
GKOS	0001192448
LAT	0001347523
NNWWF
GNL	0001526113
VXDN
SSNYY	0001404079
VXUP
LCRT	0001632172
AXAS	0000867665
ABCP	0000020639
HAE	0000313143
JNY	0000874016
IONS	0000874015
NVC	0000874142
NVN	0000874143
BLLDF
APPF	0001433195
GPP	0001635650
XTLY	0001322554
OLLI	0001639300
CFMS	0001305773
HTA.
APEX	0000844161
TTCM	0001389067
BICA	0001639980
LCUT	0000874396
PNRA	0000724606
CITY	0000872202
CAPX
FSV	0001637810
7425B
RAI.UN
LABU
LABD
GUSH
DRIP
SPND	0000867038
JDG
ALRM	0001459200
YLCO
MYT	0001543268
SOLE	0001632799
FCFS	0000840489
DRVN
HHFR
DBI	0001319947
HHDG
LBCC	0001629261
NTRA	0001604821
MCRB	0001609809
NQU	0000874506
FCFI
IDXX	0000874716
AMRH	0000890821
RAY.A
ISIG	0000875355
DXUS
AES	0000874761
CLWY	0000874759
RHB	0000812191
CRVL	0000874866
HDLS.1
PTLC
PTMC
PTNQ
HWC	0000750577
STFC	0000874977
IMBI	0000870826
ICVT
PEXL
TDOC	0001477449
NSFC	0000744485
0161A	0001259045
AMBC	0000874501
DIN	0000049754
KALU	0000811596
ALKS	0001520262
ROCM	0000868368
MNST	0000865752
XL	0000875159
SRG	0001628063
TUTI
VRTX	0000875320
MNRO	0000876427
LIND	0001512499
PRGS	0000876167
SPUN
BUCY	0000740761
RHDGF	0001167630
CCJ	0001009001
HFEZ
SFES.1
MEDW	0000874733
MTG	0000876437
HEGE
TVTY	0000704415
ZBRA	0000877212
HEGJ
UBND
BMCH	0001574815
GMNZF	0001641437
BOXL	0001624512
AQMS	0001621832
AEY	0000874292
EZPW	0000876523
THQIQ	0000865570
BUFF	0001609989
ORRI	0001624804
PRA	0001127703
BOKF	0000875357
SPNE	0001637761
FIZZ	0000069891
IBKC	0000933141
BIIB	0000875045
ISGN	0000727634
NIO.1	0000878242
MSGS	0001636519
GPAC
BONTQ	0000878079
FEGI	0001632935
GTSI	0000850483
IQT	0000876982
RPD	0001560327
CHAD
PULM	0001574235
OOMA	0001327688
VTVT	0001641489
CHMA	0001339469
PCON	0001620944
JP	0001616291
ISZE
NHI	0000877860
STEI	0000878522
WOOF	0000817366
WLH	0001095996
IVLU
SWS	0000878520
DSKE	0001607849
NUM	0000878198
NUO	0000878200
NTX	0000878201
SWDBY	0001699973
GLBL	0001620702
BCDA	0000925741
AGLE	0001636282
WYIG
CSWI	0001624794
VSE	0001644949
WTT	0000878828
FLOW	0001641991
PYPL	0001633917
ODFL	0000878927
RHP	0001040829
MSF	0000878929
TOT	0000879764
DDEJF	0000897455
CXSPY	0001175965
TRU	0001552033
ACKBF
IDEX	0000837852
JAN	0000862861
ASGR	0000877476
ARIS	0000879796
ABQQ	0001605331
THCBF
HMN	0000850141
FTB.
VKQ	0000877463
UDA.UN
NUC	0000879826
ATNI	0000879585
BSTC	0000875622
EDIG	0000886328
NUN	0000879819
WNC	0000879526
LILAK	0001712184
WRLD	0000108385
CGNOF
DTF	0000879535
CLOW	0001619227
KIM	0000879101
AKOM	0001590496
VOQ	0000877649
AWSRQ	0000867687
UBIO
WETF	0000880631
JBSS	0000880117
ZBIO
NQCI	0000872544
UOP
SOP
HBU
NIF	0000880843
HBZ
GNTAQ	0000880643
PRGO	0001585364
TTEK	0000831641
MYD	0000879361
JPN
3AEMI	0000749254
AMSC	0000880807
BLGO	0000880242
QCOM	0000804328
LTCCF	0001644320
VTSS	0000880446
ASP	0000878930
BNA	0000880280
EEP	0000880285
NPF	0000880845
MOGO	0001602842
7432B
HGEU
OFC	0000860546
HGJP
AHPI	0000874710
PEYE	0000867840
AMLN	0000881464
SPOK	0001289945
HTUS
SPNC	0000789132
HCAC.2	0001642453
GILD	0000882095
PLNT	0001637207
SGL	0000880943
AES3	0000018654
PDLI	0000882104
CHFR	0001029802
ABAX	0000881890
MSON	0000880432
PDRX	0001107713
WFM	0000865436
AFCO	0001474777
DUSA.1	0000879993
LMFA	0001640384
RUN	0001469367
MCFT	0001638290
ACFN	0000880984
PFO	0000882071
TPYP
POWR	0000882154
ROP	0000882835
MAMTF
MJCO	0001626853
VIM	0000880893
VGM	0000880892
HSCZ
ITPOF	0000880224
HRNNF	0001712356
IMT	0000880161
SLOW
SLDR
HACW
HAUD
HAWX
HEWC
TNH	0000879575
GOVX	0000832489
HEWI
HEWL
HEWP
HEWU
SNPS	0000883241
ELY	0000837465
CRT	0000881787
HEWW
HEWY
BETR	0001640313
LCTX	0000876343
MPSX	0001645926
WWIN.2	0000808011
PLCSF
SBI	0000882300
VCI	0000883293
FCO	0000876717
LFVN	0000849146
VRTS	0000883237
GWSV	0000883505
PPR	0000826020
MYC	0000882152
MYF	0000882153
MYM	0000882151
MYN	0000882150
SCLN	0000880771
PUTX
ARCTF
TWX	0001105705
CIBR
CDL
LNCR	0000882235
NXP	0000883618
USAK	0000883945
CSA
CSB
AIMT	0001631650
MNTG	0001661290
AERG	0000879911
OPMZ	0000859747
TGB	0000878518
STEM
CNFR	0001502292
TROIF	0001533002
UVN	0001640579
CBKC	0000883943
ICUI	0000883984
MHK	0000851968
LIN	0001707925
ZYNE	0001621443
SRRA	0001290149
CNR	0000883902
ASUR	0000884144
HFFC	0000881790
CRWN.
GETG	0001433966
TMMI	0000939652
KLDW
KLEM
FDC	0000883980
ICAYY	0000885012
MYI	0000883412
KOPN	0000771266
TLRD	0000884217
LSCG	0000866970
RNST	0000715072
AGGY
HDWM
YLD
AGCO	0000880266
CRCV	0000884130
SMRT	0000884940
LPAD	0000875296
CASS	0000708781
HQL	0000884121
MEDQ	0000884497
HLI	0001302215
SDTI	0001622668
VLNCQ	0000885551
ALTY
BKE	0000885245
PNBC	0000707855
ADAT.1	0001442222
OUSA
VTN	0000883265
VTJ	0000883269
3OISI	0000885317
OLED	0001005284
BSX	0000885725
KSS	0000885639
VBIV	0000764195
MYJ	0000884216
PER..	0001645198
6051B	0000885708
PTSC	0000836564
WGHMF
NXQ	0000885733
INTZ	0000736012
MOTI
SCCAF
MDS.UN	0001649673
BIGD
DYII	0000890908
STE	0001757898
ISLE	0000863015
USPH	0000885978
IPAY
DWCH	0000792130
PVBC	0001778784
VMO	0000884152
0185A	0001101723
FC	0000886206
LOOP	0001504678
PFOH
MRT.3	0000883981
BBBY	0000886158
CACC	0000885550
DHI	0000882184
NK	0001326110
GBT	0001629137
ESRX	0001532063
FINL	0000886137
BNET	0000875729
0124A	0000886171
WEXP
GTMAY	0001163560
WUSA
MGIC	0000876779
COLB	0000887343
NEOS	0001467652
APR.UN
VXEL.1
GPK	0001408075
ACCFF
BIOC.1	0000822418
HAMPQ	0000887150
BGC	0000886035
JCTCF	0000885307
HFXE
LDF	0000884461
HFXI
NXC	0000885732
NXN	0000885731
HFXJ
TWNK	0001644406
ASBH.WI	0001631129
FCEL	0000886128
SBUX	0000829224
VLDI	0001100644
RMI.2	0001635369
GCAA	0001642195
STRS	0000885508
RACE	0001648416
GRL.
MDMN
NKSH	0000796534
NEW.A
DYN	0001379895
RENFF	0001288652
TEKXF	0001687111
SNMSF	0001650264
SPN	0000886835
ACSSF	0001782354
HHYX
CHN	0000845379
FORK	0001637921
VZIO	0001648158
CENTA	0000887733
GCH	0000887546
SYATF
PMTS	0001641614
ITEX	0000860518
LBM	0001705327
MMU	0000886043
CID
CIL
MQY	0000890196
ABCW	0000885322
WIRE	0000850460
JFC	0000888137
EDTXF	0001667966
ZOLL	0000887568
BRBMF	0000887997
PPL5	0000055387
AREC	0001590715
LBF	0000887590
NPM	0000885734
NXR	0000888411
BSP	0000886984
CCP	0001639947
CPXP	0000888702
AXDDF	0001699790
HITK	0000887497
KMP	0000888228
KW	0001408100
OHI	0000888491
TMPS	0001628871
ABS	0001646972
RHHBY	0000889131
BLVD
JEQ	0000866095
GAF.UN
LTC	0000887905
PRCP	0000887226
LAYN	0000888504
CHIO.
PBOX	0000879703
EVEIQ	0000912365
HDEF
NFLT
XMH.
XMC.
EQS	0000878932
ESMC	0000862668
CMRP	0001615415
SHG	0001263043
HDEE
HDEZ
CASB	0000928911
CVU	0000889348
HDAW
CRVP	0001123316
CAKE	0000887596
EWRE
BHTG	0001590383
MQT	0000887394
CXPO	0000813779
SYMD.1
LFUS	0000889331
ASGN	0000890564
APTO	0000882361
BLX	0000890541
CCU	0000888746
PSTG	0001474432
PACE	0001644509
EAGL.3
CREAF	0000888295
EFII	0000867374
SFEG	0000851726
MFE	0000890801
INMD.1	0000885988
EMRAF	0001127248
OEUR
BUDT	0000832370
IACH	0001018336
OASI
PR.
DBSP
GRMY
EURZ
DBES
DBAU
JPNH
CRAK
NAIL
CLAW
DPST
WDRW
CMKG	0000886475
KEM	0000887730
GCEH	0000748790
TRIB	0000888721
CPSS	0000889609
ISL	0000865277
EPIC	0000891178
SBIB	0000891098
MTX	0000891014
PQUEQ	0000872248
HCC.1	0000888919
PDCO	0000891024
ULUR	0001168220
SITE	0001650729
RDN	0000890926
BAMM	0000891919
SGRY	0001638833
ACRS	0001557746
PAAC.1
QCOR	0000891288
MJI	0000891037
MCA	0000888410
MFT	0000891188
MIY	0000890393
MPA	0000891038
QUMU	0000892482
ZOLT	0000890923
RA.3	0000887637
KAI	0000886346
STLY	0000797465
NAVB	0000810509
SATCQ	0000889423
ORES	0001645763
HMA.
GURE	0000885462
LGND	0000886163
NAZ	0000892992
NPC	0000885711
SPCHA	0000892907
TCO	0000890319
FEOVF	0000936801
GTLS	0000892553
RGBD	0000812149
DSTFF
AHCI	0000890634
VTEB
MRVC	0000887969
PESI	0000891532
SHFL	0000718789
KNTH	0000728478
CBIO	0001124105
CPWR.1	0000859014
BBOX	0000849547
SM	0000893538
TRIDQ	0000859475
UVE	0000891166
CKH	0000859598
EMPR	0000887396
OAPH
OEUH
HMSY	0001196501
PMTI	0000881695
ZNCM	0000886912
AIQ.H
ULBI	0000875657
NNJ	0000890898
NMP	0000890897
NNF	0000885712
CCTR	0000745655
IAC	0000891103
DYNE	0000879465
PVFC	0000928592
GPOR	0000874499
FCBC	0000859070
POG.
PNPL	0001654672
KURA	0001422143
CIIT	0001557798
HGM.
MIRN
AITP	0001602294
OBMP	0001362703
NIM	0000890119
CTMX	0001501989
XCEM
IQI	0000885125
IBMK
IBMJ
NVCR	0001645113
SWH.
ARA	0001498068
PMHC	0001598816
CLAC
SPCI	0001641908
AKTAF
ICP	0001649678
ANPFF	0001500366
VAMO
HOME	0001646228
PCLK	0001606766
RGNX	0001590877
PEN	0001321732
NBRV	0001641640
CERC	0001534120
ZPW.
ZLI.
ZDH.
ZWE.
EUDV
HPE	0001645590
QHCCQ	0001650445
XSE.
XSC.
ANAB	0001370053
BRP	0001781755
BSML
BSMM
LIQWF	0001010473
GNST	0001641634
GAIAV	0001633430
HDWX
HREX
SMBK	0001038773
HAKK
HAKD
PILL.1
PILS
IOTS	0001395848
MPVDF	0001004530
KSA
MMRSF	0001038621
TAHT	0001231864
DMTX	0001592288
PSAV	0001651035
OCTI	0000891462
FDCFF	0001421231
AKTX	0001541157
MNRUF	0001004701
GSLC
LAZY	0001721741
LKOR
QLC
UTES
SPXE
BLKCF	0000915458
SPXN
SPXV
MCA.H
SPXT
FDEU	0001646109
HIG.
ONEQ.
QCP.
VSCI
9574B	0001531537
BIOX.1	0001638688
XFS.
XFI.
XFC.
GEM
JHMC
JHMF
JHMH
JHML
JHMM
JHMT
QGTA
MYOK	0001552451
ABTX	0001642081
WAAS	0001422841
EDGE
JPUS
HJPX
SDRYF
XFA.
XFF.
7429B
LDI	0001651502
PLZZ
CSRA	0001646383
LAUR	0000912766
FASDF
BSJN
BSCP
XLFS
XLRE
DWTR
SPMO
FXEP
FXJP
SPVU
INST	0001355754
SILV	0001659520
IMII	0001416090
DLTH	0001649744
PLXP	0001497504
XCOMQ	0001122051
WVE	0001631574
VYGR	0001640266
AFI	0001655075
EQBK	0001227500
AXSM	0001579428
STHJF
NRE	0001646587
ADXDF	0001344756
PTQMF	0000947121
ARTL	0001621221
APLS	0001492422
RRR	0001653653
CNNB	0001635484
CONG	0001648741
SQ	0001512673
MIME	0001644675
HAHA
CNHX
ASHX
OSIIF.1	0001169357
MGEC	0001337425
BGNE	0001651308
PINT	0001648798
BSRAF	0001164099
TRUK	0001648189
MTCH	0001575189
NVTRQ	0001648893
MRUS	0001651311
SPYD
FCPT	0001650132
NBLX	0001647513
VITA	0001653136
AC	0001642122
GBF.
DTSS	0001631282
XINA
BND.
WINS	0001640251
PMVAU	0001652414
PXS	0001640043
EDOM
EMSD
HDRW
HACV
HEFV
HEMV
HEUS
HEUV
ITEQ
FCVT
CLPR	0001649096
VNJA	0001532383
IDLB
USLB
SCCI	0001651530
ALFI
GSIE
TEAM	0001650372
WBT	0001650962
TLEH
TLDH
GSD
AMQ	0001639611
PBBI.1
ELVT	0001651094
IAGG
NEMFF
MSDI.2
PRME
INPL	0001638851
SMIT	0000922612
NXIFF
BTLLF
XGN	0001274737
YRD	0001631761
IVWFF
EGO	0000918608
ETHO
PRHRQ	0001568079
RMR	0001644378
HGSD
ASET
DEUS
DEEF
LBTY.CM
JSYN
KSHB	0001604627
FRHC	0000924805
SPYX
STGGQ	0001583513
QMOM
MJ
ONEY
WXIFF	0001060012
ONEV
ONEO
SICK
GASX
LABS.2
FTV	0001659166
UGHL
VI.
VIU.
PPEVF
BLBX	0001567900
SENS	0001616543
DJD
NANR
AGR	0001634997
GAIMF	0001040702
MPXEF	0001728215
OCX	0001642380
HEBT	0001603993
ARSEF	0000872024
AZRE	0001633438
SCWX	0001468666
JPEU
VSM	0001660690
DYB
DYLS
IMOM
PREGF	0001163279
BBU	0001654795
ACIA	0001651235
YRIV	0001487843
CPP	0001471002
NTNX	0001618732
RRFFF.	0001486078
HRI	0001364479
GSM	0001639877
ABILF	0001652866
PTI	0001445283
DDBI
EDBI
LVHD
APTCF	0001040368
UDBI
LBLTF	0001031020
SSRM	0000921638
LEAD
EUMF
JNMF
DDLS
DDWM
DEFA
DEWJ
DEZU
TRHC	0001651561
VIST.2	0001426375
SBPH	0001566373
SUPV	0001517399
BNPUF
CLSD	0001539029
7360B	0001659910
HCN.
OTG	0001656987
GNRX
XITK
DFFN	0001053691
DFND
GARD
GCP	0001644440
OTLK	0001649989
AVXS	0001652923
PYF.
KLRE
PVOTF	0001464165
SPZR
HBG.
RLB.
RXE.
RLD.
RLE.
EMDV
TCMD	0001027838
CTRC	0000844143
CDEV	0001658566
MBRX	0001659617
EDIT	0001650664
PGLA	0000943502
SETHF
PTRUF	0001610848
EXRTF	0001534320
RETA	0001358762
CCACU	0001660067
CRVS	0001626971
ZLD.
CHMP	0000019149
ZLH.
GTO
TVIPF	0001271892
SRTS	0001494891
TRX	0001173643
PTIX	0001022899
FUT
DUC	0000894239
HIF	0000891760
ATNAQ	0001041548
ELIO	0001531266
SOVB
GCOW
PUTW
JSMD
JSML
VIGI
VYMI
FGM.
FGL.
FGV.
FGU.
FGB.
GSEU
GSJY
AIFM	0001650505
CRRTF
SHE
ESVIF	0001736837
ATKR	0001666138
HDCC	0001652761
IVES
GAMR
DWIN
VXLLF
NRIS	0001603793
FVC
PSET
PY
CEZ
MGP	0001656936
EIGR	0001305253
LEXEA	0001669600
JHME
JHMI
JHMS
JHMU
JHMA
ZEST	0001437491
TTP.
THU.
TPU.
THE.
TPE.
TDB.
8856B	0001670171
JUNE
MCBS	0001747068
ECSIF	0000911586
JPEH
JPIH
GHE
GHS
NGVT	0001653477
YIN	0001661125
MHIVF	0001675373
ERYY
FAZZ
TECZ
RESE
IQDG
HIPCF	0001123839
ENIC	0001659939
EOCA	0001660078
HXH.
XML.
XMY.
XMS.
APFH	0001669792
AGHC	0000885074
NTLA	0001652130
RFAP
RFDI
RFEU
EMTL
STOT
SHC.
CATH
GDCRF	0000840484
OPD
DEMG
BUZ
SHU.
BATRK
FWONK
LMCA.CM	0001560385
MKB.
MGB.
MFT.
MUB.
SHA.
SHE.
PZRXQ	0001429386
EGY	0000894627
MIII
GEMP	0001638287
IBUY
HXQ.
SDG
AEEX	0001590565
FG	0001668428
PHC	0001612047
WFIG
WFHY
SFIG
SFHY
BFST	0001624322
TRWH	0001747079
LCA.2
VMAX
VMIN
COTV	0001657197
HMMR	0001539680
ZOM	0001684144
MILN
PLSE	0001625101
GRP.PR.A
COBAF
BFIT
LNGR
AGGP
AGGE
AAVVF	0001468079
OVLC
CAN.
JHD	0001666735
JPME
NH	0001566469
CNDF
CNSF
ERGF
FNCF
MATF
HCRF
INDF
TCHF
UTLF
FAAR
AXNVF	0001682948
COE	0001659494
IGPFF	0000932145
FPR.
FLB.
ZLE.
BMLA
IGRO
ZDGE	0001667313
VRT.WI	0001671534
ADNT	0001670541
HHDS	0001661458
APVO	0001671584
UAVS	0000008504
EPRF
BPRN
SELB	0001453687
KNTNF
TWLO	0001447669
ACIU	0001651625
VVV	0001674910
NGQRF	0000810045
FLQD
FLQH
FLQE
FLQG
RDTMF
JELD	0001674335
PI	0001114995
RFDA
RFFC
SYRS	0001556263
HGV	0001674168
PK	0001617406
ISTT	0001528985
SPDN
FITS
OLD
ORG
SLIM
ADME
KDMN	0001557142
LN	0001611820
ESGS
ESGN
ESGW
7438B	0001702911
RFUN
RFCI
CNYA
RFEM
BLP.
TORXF	0001561540
HYDD
FALN
HYXE
KIDS	0001425450
MKC.
MUS.
VVL.
VMO.
VVO.
VLQ.
TPIC	0001455684
GOLF	0001672013
SMPL	0001702744
SOAN	0001502152
ACBM	0001622996
CTO.
APHE	0000855787
CRYFQ	0000912500
DESC
XTH
XWEB
HONE	0001769617
ESGD
ESGE
OEW
MNP	0000894351
CDEV.2	0001622357
CHUBK	0001665658
TLND	0001668105
CEO.H
AA	0001675149
BIOV	0001665988
RNDB	0001667161
FMAX	0001501432
KNSL	0001669162
YETI	0001670592
FOTV	0001656589
SCAP
KRMA
FHB	0000036377
BOLD	0001628738
PTGX	0001377121
7491B	0001275272
WCFB	0001667944
ESG
ESGG
XOG	0001655020
RAHGF	0001611852
EYLD
MULG	0001629665
PMEHF	0001361161
AIDM	0001533527
DWLV
DQI.
EHE.
IQD.
HID.
DQD.
DGR.
AZRX	0001604191
PRNT
AIRG	0001272842
HGC.
INSW	0001679049
HRA.
OTTV	0001479000
MDGL	0001157601
EUFL
HMB.
WBIR
MACQ
LVHI
9628B	0001574969
RWWDD	0001396368
ATOM	0001420520
CCN	0001614818
EROX	0000878616
EUGFF	0001524999
NLS	0001078207
CAPS	0000887151
RCKY	0000895456
SITC	0000894315
HMGN	0000892822
CHK	0000895126
SGA	0000886136
CREE	0000895419
WTRX
EUFS
QCP	0001677203
CTWO.WI	0001678043
LKSDQ	0001669812
